time_ms,cpu_usage,active_workers,queue_len
3109,105,8,804
3119,105,8,804
3129,105,8,801
3140,105,8,801
3150,105,8,801
3160,105,8,801
3170,105,8,801
3181,105,8,801
3191,130,8,797
3201,130,8,797
3211,130,8,797
3222,130,8,797
3232,130,8,797
3242,130,8,797
3253,205,8,793
3263,205,8,793
3273,205,8,793
3283,205,8,793
3294,205,8,793
3304,205,8,793
3314,280,8,790
3324,280,8,790
3334,280,8,790
3345,280,8,790
3355,280,8,790
3366,280,8,790
3376,280,8,790
3386,280,8,790
3396,280,8,790
3407,280,8,790
3417,280,8,790
3427,280,8,790
